date,ticker,entry_index,hold_net,early_5d_net,delta,target_hit
2026-07-06,NXPI,231,-0.14334472511144125,0.03213818722139683,-0.17548291233283808,False
2026-07-06,ORCL,231,0.002661842471472166,-0.08674812134706378,0.08940996381853594,False
2026-07-08,CIEN,233,-0.10666782457663926,-0.09348936170212774,-0.01317846287451152,False
2026-07-08,ONTO,233,-0.01899454771546083,-0.030377387367279796,0.011382839651818966,False
2026-07-09,APH,234,0.04516513988611037,-0.054116860609061734,0.0992820004951721,False
2026-07-09,QRVO,234,0.16330432225815916,-0.019935901205527906,0.18324022346368707,False
2026-07-14,AMAT,237,-0.12625046692224517,-0.07708437366886212,-0.04916609325338306,False
2026-07-14,DELL,237,0.07432034302255985,-0.1223517287161685,0.19667207173872836,False
2026-07-14,ENTG,237,0.12905019678243446,-0.03417565421528701,0.16322585099772147,False
2026-07-14,GLW,237,-0.15237513397642022,-0.1316355841371919,-0.020739549839228322,False
2026-07-14,JBL,237,0.12030303030303036,-0.03554545454545455,0.1558484848484849,False
2026-07-14,LITE,237,0.07965120707660156,0.027006695742981535,0.052644511333620025,False
2026-07-14,LRCX,237,-0.058655003498950364,-0.10067039888033591,0.042015395381385545,False
2026-07-14,MU,237,-0.028619047863046365,-0.007108602640896409,-0.021510445222149954,False
2026-07-14,PWR,237,0.01117711549176992,-0.03939288887550252,0.050570004367272436,False
2026-07-14,TER,237,0.1501751333146224,0.047789503227617214,0.10238563008700519,False
2026-07-14,WDC,237,-0.13592222380207586,-0.027327029717048257,-0.1085951940850276,False
2026-07-15,DLR,238,0.13982212333846777,0.01579907581721729,0.12402304752125048,False
2026-07-15,SWKS,238,0.19799999999999995,0.11271937875044125,0.08528062124955871,True
2026-07-16,INTU,239,0.19799999999999995,-0.047984412063707405,0.24598441206370736,True
2026-07-17,QCOM,240,-0.057596696097977906,-0.050874964397607636,-0.00672173170037027,False
2026-07-20,AMD,241,-0.11526996197718631,-0.06103041825095057,-0.05423954372623574,False
2026-07-20,APP,241,-0.2604170464578013,-0.01717573790832505,-0.24324130854947623,False
2026-07-20,GOOGL,241,-0.02078629169987467,-0.07247705795286341,0.05169076625298874,False
2026-07-20,NRG,241,-0.09223690961219255,0.02787777274784986,-0.12011468236004241,False
2026-07-20,TXN,241,-0.09878835567863298,-0.058397960217486666,-0.04039039546114631,False
2026-07-21,CDNS,242,-0.0771194478853301,0.014693210641184564,-0.09181265852651466,False
2026-07-21,SMCI,242,0.19799999999999995,-0.017230183454482573,0.21523018345448253,True
2026-07-21,SNPS,242,0.021930832175389936,-0.014351397251814111,0.03628222942720405,False
2026-07-23,COHR,244,0.19799999999999995,-0.18807843137254898,0.38607843137254894,True
2026-07-23,GEV,244,-0.06647528585884754,-0.04190535737855572,-0.024569928480291825,False
2026-07-23,TWLO,244,0.19799999999999995,0.013098351940457277,0.18490164805954268,True
2026-07-24,ADBE,245,0.19799999999999995,0.08489613264464602,0.11310386735535394,True
2026-07-24,CRM,245,0.19799999999999995,0.09335714285714292,0.10464285714285704,True
2026-07-24,DOCU,245,0.19799999999999995,0.05751690821256039,0.14048309178743956,True
2026-07-24,NOW,245,0.19799999999999995,0.08988181015019148,0.10811818984980848,True
2026-07-24,OKTA,245,-0.048698645598194146,-0.0008007900677200457,-0.0478978555304741,False
2026-07-24,PAYC,245,0.19799999999999995,0.09766465459423213,0.10033534540576783,True
2026-07-24,ZM,245,0.19799999999999995,0.06414138275441128,0.13385861724558867,True
2026-07-27,UBER,246,0.13372565475329168,0.034174215019534104,0.09955143973375757,False
2026-07-29,STX,248,-0.05792153917921061,-0.048933133085298786,-0.008988406093911827,False
2026-07-30,ADI,249,-0.0350874492195854,0.006418858242463134,-0.04150630746204853,False
2026-07-30,ANET,249,0.19799999999999995,0.08088288288288292,0.11711711711711703,True
2026-07-30,AVGO,249,-0.06795243522528671,0.06317995086492934,-0.13113238609021605,False
2026-07-30,EME,249,-0.11968983192275606,-0.0383213732268447,-0.08136845869591136,False
2026-07-30,EQIX,249,-0.015329932358387087,-0.0073470883875600395,-0.007982843970827047,False
2026-07-30,ETN,249,-0.04300000000000004,0.06511904761904752,-0.10811904761904756,False
2026-07-30,FLEX,249,-0.0648445424476295,0.03820015265880761,-0.1030446951064371,False
2026-07-30,KEYS,249,-0.009537220843672254,0.04316129032258065,-0.052698511166252904,False
2026-07-30,MPWR,249,-0.16393462308205475,-0.09534222815210147,-0.06859239492995328,False
2026-07-30,MRVL,249,0.19799999999999995,0.05400000000000005,0.1439999999999999,True
2026-07-30,ON,249,-0.16296602727062637,-0.09686942454356373,-0.06609660272706264,False
2026-07-30,VST,249,-0.09920118538030942,-0.07094962133684557,-0.02825156404346385,False
2026-07-31,META,250,0.026066306203756273,0.05110899260102442,-0.025042686397268143,False
2026-07-31,TT,250,-0.016941746933760493,0.05623112534831165,-0.07317287228207214,False
2026-08-04,NXPI,252,-0.04467721896008847,0.003786741553910346,-0.048463960513998816,False
2026-08-04,SHOP,252,-0.029466666666666752,0.015400000000000082,-0.04486666666666683,False
2026-08-06,KLAC,254,-0.06453156884533795,0.05553106374381267,-0.12006263258915062,False
2026-08-07,MCHP,255,-0.13492027121814365,-0.07646808510638303,-0.05845218611176062,False
2026-08-07,ONTO,255,-0.15386708860759502,0.04771518987341761,-0.20158227848101262,False
2026-08-07,PLTR,255,0.017414069352669648,0.01571826208993632,0.0016958072627333287,False
2026-08-12,CIEN,258,-0.1897207659416248,-0.07369083472764448,-0.11602993121398031,False
2026-08-17,AMAT,261,-0.1833075270512644,-0.04768657981354829,-0.13562094723771612,False
2026-08-18,ADSK,262,-0.10553028004428222,0.02801353069006529,-0.1335438107343475,False
2026-08-18,FTNT,262,0.09048591504716086,-0.029283661454706622,0.11976957650186748,False
2026-08-18,IBM,262,0.021637303022474796,0.006309652975114101,0.015327650047360695,False
2026-08-18,INTU,262,-0.1056012824916982,0.021302416122752632,-0.12690369861445083,False
2026-08-19,CEG,263,-0.07053172426403354,0.020197842384348075,-0.09072956664838161,False
2026-08-19,CRUS,263,0.005888709814233508,-0.06604275171770291,0.07193146153193641,False
2026-08-19,MELI,263,-0.060158038951184545,0.0257590422392715,-0.08591708119045605,False
2026-08-19,NRG,263,-0.13787862620873625,-0.03384394798266088,-0.10403467822607537,False
2026-08-19,QCOM,263,0.08730432117683118,0.00149371743794058,0.0858106037388906,False
2026-08-19,SWKS,263,0.19799999999999995,-0.02142890785987628,0.21942890785987623,True
2026-08-21,APH,265,-0.001354838709677562,0.015677419354838795,-0.01703225806451636,False
2026-08-21,DELL,265,0.19799999999999995,0.039144656671459055,0.1588553433285409,True
2026-08-21,FFIV,265,0.13092599779724123,0.03182807992867276,0.09909791786856847,False
2026-08-21,HPE,265,0.14441509433962252,-0.015018867924528221,0.15943396226415074,False
