date,ticker,action,chosen_net,hold_net,incremental,rebuy_date,down_5pct,up_5pct
2026-06-18,JBL,HOLD,-0.047276595744680794,-0.047276595744680794,0.0,,True,False
2026-06-22,APP,HOLD,0.07632849490236737,0.07632849490236737,0.0,,True,True
2026-06-22,ZM,SELL_WAIT_REBUY,-0.001,0.020342186388427774,-0.021342186388427775,,False,True
2026-06-26,ADI,SELL_WAIT_REBUY,-0.001,0.0007260923330584266,-0.0017260923330584266,,False,False
2026-06-26,AMZN,HOLD,0.04146098670025411,0.04146098670025411,0.0,,False,True
2026-06-26,COHR,HOLD,-0.11544662806494588,-0.11544662806494588,0.0,,True,True
2026-06-26,CRUS,SELL_WAIT_REBUY,-0.001,0.020692867440104457,-0.021692867440104457,,False,False
2026-06-26,NTAP,HOLD,0.06614080647266107,0.06614080647266107,0.0,,False,True
2026-06-26,NVDA,HOLD,0.007769667268506698,0.007769667268506698,0.0,,False,False
2026-06-26,SMCI,HOLD,-0.12390322580645152,-0.12390322580645152,0.0,,True,False
2026-07-02,EMR,HOLD,-0.0021507479861909698,-0.0021507479861909698,0.0,,False,False
2026-07-02,FLEX,SELL_WAIT_REBUY,-0.001,-0.020600765260079923,0.019600765260079922,,True,True
2026-07-02,KEYS,SELL_WAIT_REBUY,-0.001,0.014194023263877864,-0.015194023263877865,,False,False
2026-07-02,KLAC,HOLD,-0.061084443000974264,-0.061084443000974264,0.0,,True,False
2026-07-02,STX,SELL_WAIT_REBUY,-0.015951527998395273,0.05309786711748232,-0.0690493951158776,2026-07-09,True,True
2026-07-02,VRT,SELL_WAIT_REBUY,-0.001,0.02101993653642753,-0.02201993653642753,,True,True
2026-07-07,CSCO,HOLD,0.04748891873740779,0.04748891873740779,0.0,,False,True
2026-07-08,MPWR,HOLD,-0.03426186392224129,-0.03426186392224129,0.0,,True,False
2026-07-13,FIX,HOLD,-0.04179551820728289,-0.04179551820728289,0.0,,True,False
2026-07-13,ORCL,SELL_WAIT_REBUY,-0.026255813953488413,-0.08145454545454545,0.05519873150105703,2026-07-20,True,False
2026-07-15,CIEN,SELL_WAIT_REBUY,-0.0043578073925067936,-0.019849279873514702,0.01549147248100791,2026-07-21,True,False
2026-07-15,ONTO,HOLD,0.012003499622589842,0.012003499622589842,0.0,,True,False
2026-07-16,APH,HOLD,0.0502152777777779,0.0502152777777779,0.0,,False,True
2026-07-16,QRVO,HOLD,0.049763266295129616,0.049763266295129616,0.0,,False,True
2026-07-21,AMAT,SELL_WAIT_REBUY,-0.001,-0.1256451897373715,0.12464518973737149,,True,True
2026-07-21,DELL,SELL_WAIT_REBUY,-0.001,-0.05467572524979469,0.05367572524979469,,True,True
2026-07-21,ENTG,HOLD,-0.12929214312061976,-0.12929214312061976,0.0,,True,False
2026-07-21,GLW,SELL_WAIT_REBUY,-0.001,-0.19838853503184706,0.19738853503184706,,True,False
2026-07-21,JBL,HOLD,-0.036682454800102016,-0.036682454800102016,0.0,,True,False
2026-07-21,LRCX,SELL_WAIT_REBUY,-0.001,-0.1328306230880696,0.1318306230880696,,True,False
2026-07-21,MU,HOLD,-0.12646762589928062,-0.12646762589928062,0.0,,True,True
2026-07-21,PWR,HOLD,-0.06626436197254704,-0.06626436197254704,0.0,,True,False
2026-07-21,WDC,HOLD,-0.11936649294327994,-0.11936649294327994,0.0,,True,True
2026-07-23,INTU,HOLD,0.09968378453809656,0.09968378453809656,0.0,,False,True
2026-07-24,QCOM,HOLD,-0.13152953996583605,-0.13152953996583605,0.0,,True,False
2026-07-27,AMD,HOLD,0.03677301927194854,0.03677301927194854,0.0,,True,True
2026-07-27,APP,HOLD,-0.021073344914109282,-0.021073344914109282,0.0,,True,False
2026-07-27,GOOGL,SELL_WAIT_REBUY,-0.001,0.13809728575785296,-0.13909728575785296,,False,True
2026-07-27,TXN,HOLD,-0.02428874044762286,-0.02428874044762286,0.0,,False,False
2026-07-28,SMCI,HOLD,0.1299778729478943,0.1299778729478943,0.0,,True,True
2026-07-28,SNPS,HOLD,0.04665363563257163,0.04665363563257163,0.0,,False,False
2026-07-30,COHR,SELL_WAIT_REBUY,0.3083866436474928,0.2103809351214211,0.09800570852607171,2026-08-03,True,True
2026-07-30,GEV,HOLD,-0.040087791429312514,-0.040087791429312514,0.0,,True,False
2026-08-05,STX,HOLD,0.11915867245744616,0.11915867245744616,0.0,,False,True
2026-08-06,EME,HOLD,0.012003314809398646,0.012003314809398646,0.0,,False,False
2026-08-06,EQIX,HOLD,0.012506753376688384,0.012506753376688384,0.0,,False,False
2026-08-06,MPWR,HOLD,-0.01789791265323204,-0.01789791265323204,0.0,,False,True
2026-08-06,ON,SELL_WAIT_REBUY,-0.001,0.015640698036771705,-0.016640698036771706,,False,True
2026-08-06,VST,HOLD,0.05516275294881512,0.05516275294881512,0.0,,False,True
2026-08-14,MCHP,SELL_WAIT_REBUY,-0.001,-0.0507127154634025,0.0497127154634025,,True,False
2026-08-19,CIEN,SELL_WAIT_REBUY,0.04038506830565802,0.008191957037592013,0.03219311126806601,2026-08-26,True,False
2026-08-24,AMAT,HOLD,-0.06562473982777617,-0.06562473982777617,0.0,,True,False
2026-08-25,FTNT,HOLD,0.06731683168316838,0.06731683168316838,0.0,,False,True
2026-08-26,CRUS,SELL_WAIT_REBUY,-0.001,0.012445679455001746,-0.013445679455001747,,False,False
2026-08-26,NRG,HOLD,-0.04464669421487599,-0.04464669421487599,0.0,,True,False
2026-08-26,SWKS,HOLD,0.06870149253731339,0.06870149253731339,0.0,,False,True
2026-08-28,HPE,HOLD,-0.021531173478998022,-0.021531173478998022,0.0,,True,False
